,Unnamed: 0,resultId,raceId,driverId,constructorId,grid,positionText,positionOrder,points,laps,fastestLapTime,fastestLapSpeed,status,driverRef,dob,nationality_x,year,round,name_x,date,circuitRef,location,country,constructorRef,nationality_y,position_quali,stop,lap,milliseconds,name,weather,SC Laps
217,217,23381,969,822,131,3,3,3,15.0,57,01:26.6,220.465,Finished,bottas,8/28/1989,Finnish,2017,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,mercedes,German,3.0,1,25,21440,Australian Grand Prix,Dry,
218,218,23390,969,841,15,16,12,12,0.0,55,01:29.1,214.378,+2 Laps,giovinazzi,12/14/1993,Italian,2017,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,sauber,Swiss,16.0,1,15,28591,Australian Grand Prix,Dry,
220,220,23393,969,825,210,17,R,15,0.0,46,01:27.6,218.011,Suspension,kevin_magnussen,10/5/1992,Danish,2017,1,Australian Grand Prix,3/26/2017,albert_park,Melbourne,Australia,haas,American,17.0,2,44,22189,Australian Grand Prix,Dry,
222,222,22132,900,18,1,10,3,3,15.0,57,01:32.9,205.46,Finished,button,1/19/1980,British,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,mclaren,British,11.0,2,32,22399,Australian Grand Prix,Dry,5.0
224,224,22131,900,825,1,4,2,2,18.0,57,01:33.1,205.131,Finished,kevin_magnussen,10/5/1992,Danish,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,mclaren,British,4.0,2,37,22273,Australian Grand Prix,Dry,5.0
226,226,22134,900,822,3,15,5,5,10.0,57,01:32.6,206.128,Finished,bottas,8/28/1989,Finnish,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,williams,British,10.0,2,36,23117,Australian Grand Prix,Dry,5.0
228,228,22133,900,4,6,5,4,4,12.0,57,01:33.2,204.867,Finished,alonso,7/29/1981,Spanish,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,ferrari,Italian,5.0,2,35,21978,Australian Grand Prix,Dry,5.0
230,230,22136,900,8,6,11,7,7,6.0,57,01:33.2,204.814,Finished,raikkonen,10/17/1979,Finnish,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,ferrari,Italian,12.0,2,36,21825,Australian Grand Prix,Dry,5.0
232,232,22151,900,817,9,2,D,22,0.0,57,\N,\N,Disqualified,ricciardo,7/1/1989,Australian,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,red_bull,Austrian,2.0,2,36,22427,Australian Grand Prix,Dry,5.0
234,234,22137,900,818,5,6,8,8,4.0,57,01:33.7,203.763,Finished,vergne,4/25/1990,French,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,toro_rosso,Italian,6.0,2,33,22978,Australian Grand Prix,Dry,5.0
236,236,22138,900,826,5,8,9,9,2.0,57,01:33.9,203.387,Finished,kvyat,4/26/1994,Russian,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,toro_rosso,Italian,8.0,2,36,23920,Australian Grand Prix,Dry,5.0
238,238,22135,900,807,10,7,6,6,8.0,57,01:32.6,206.235,Finished,hulkenberg,8/19/1987,German,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,force_india,Indian,7.0,2,33,22933,Australian Grand Prix,Dry,5.0
241,241,22139,900,815,10,16,10,10,1.0,57,01:32.6,206.088,Finished,perez,1/26/1990,Mexican,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,force_india,Indian,16.0,3,32,22526,Australian Grand Prix,Dry,5.0
243,243,22130,900,3,131,3,1,1,25.0,57,01:32.5,206.436,Finished,rosberg,6/27/1985,German,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,mercedes,German,3.0,2,38,23673,Australian Grand Prix,Dry,5.0
244,244,22140,900,16,15,13,11,11,0.0,56,01:33.4,204.472,+1 Lap,sutil,1/11/1983,German,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,sauber,Swiss,14.0,1,35,24305,Australian Grand Prix,Dry,5.0
246,246,22141,900,821,15,20,12,12,0.0,56,01:34.6,201.882,+1 Lap,gutierrez,8/5/1991,Mexican,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,sauber,Swiss,19.0,2,30,23797,Australian Grand Prix,Dry,5.0
247,247,22146,900,828,207,19,R,17,0.0,27,01:37.3,196.141,Oil pressure,ericsson,9/2/1990,Swedish,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,caterham,Malaysian,20.0,1,23,23238,Australian Grand Prix,Dry,5.0
249,249,22144,900,154,208,22,R,15,0.0,43,01:35.3,200.363,ERS,grosjean,4/17/1986,French,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,lotus_f1,British,21.0,2,28,22264,Australian Grand Prix,Dry,5.0
250,250,22145,900,813,208,21,R,16,0.0,29,01:34.8,201.451,ERS,maldonado,3/9/1985,Venezuelan,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,lotus_f1,British,22.0,1,29,22847,Australian Grand Prix,Dry,5.0
252,252,22142,900,820,206,17,13,13,0.0,55,01:34.2,202.658,+2 Laps,chilton,4/21/1991,British,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,marussia,Russian,17.0,2,41,23493,Australian Grand Prix,Dry,5.0
254,254,22143,900,824,206,18,N,14,0.0,49,01:35.6,199.621,+8 Laps,jules_bianchi,8/3/1989,French,2014,1,Australian Grand Prix,3/16/2014,albert_park,Melbourne,Australia,marussia,Russian,18.0,2,35,22656,Australian Grand Prix,Dry,5.0
258,258,20808,842,1,1,2,8,8,4.0,56,01:41.5,196.575,Finished,hamilton,1/7/1985,British,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,4,52,22466,Malaysian Grand Prix,Dry,
261,261,20802,842,18,1,4,2,2,18.0,56,01:41.3,197.057,Finished,button,1/19/1980,British,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,mclaren,British,4.0,3,38,22483,Malaysian Grand Prix,Dry,
263,263,20822,842,22,3,15,R,22,0.0,22,01:45.5,189.116,Gearbox,barrichello,5/23/1972,Brazilian,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,williams,British,15.0,2,17,24502,Malaysian Grand Prix,Dry,
266,266,20803,842,2,4,6,3,3,15.0,56,01:41.5,196.508,Finished,heidfeld,5/10/1977,German,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,renault,French,6.0,3,39,22602,Malaysian Grand Prix,Dry,
269,269,20817,842,808,4,8,17,17,0.0,52,01:41.1,197.466,Accident,petrov,9/8/1984,Russian,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,renault,French,8.0,3,44,28694,Malaysian Grand Prix,Dry,
273,273,20806,842,4,6,5,6,6,8.0,56,01:40.7,198.127,Finished,alonso,7/29/1981,Spanish,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,ferrari,Italian,5.0,4,46,27182,Malaysian Grand Prix,Dry,
276,276,20805,842,13,6,7,5,5,10.0,56,01:42.0,195.637,Finished,massa,4/25/1981,Brazilian,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,ferrari,Italian,7.0,3,38,22893,Malaysian Grand Prix,Dry,
280,280,20804,842,17,9,3,4,4,12.0,56,01:40.6,198.415,Finished,webber,8/27/1976,Australian,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,red_bull,Austrian,3.0,4,43,22161,Malaysian Grand Prix,Dry,
283,283,20801,842,20,9,1,1,1,25.0,56,01:41.5,196.523,Finished,vettel,7/3/1987,German,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,red_bull,Austrian,1.0,3,41,22313,Malaysian Grand Prix,Dry,
286,286,20813,842,67,5,12,13,13,0.0,55,01:42.7,194.379,+1 Lap,buemi,10/31/1988,Swiss,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,toro_rosso,Italian,12.0,3,32,27439,Malaysian Grand Prix,Dry,
288,288,20814,842,153,5,13,14,14,0.0,55,01:43.7,192.346,+1 Lap,alguersuari,3/23/1990,Spanish,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,toro_rosso,Italian,13.0,2,32,22888,Malaysian Grand Prix,Dry,
291,291,20811,842,16,10,17,11,11,0.0,55,01:43.0,193.786,+1 Lap,sutil,1/11/1983,German,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,force_india,Indian,17.0,3,32,22550,Malaysian Grand Prix,Dry,
294,294,20810,842,814,10,14,10,10,1.0,56,01:42.9,193.956,Finished,resta,4/16/1986,British,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,force_india,Indian,14.0,3,37,23977,Malaysian Grand Prix,Dry,
297,297,20812,842,3,131,9,12,12,0.0,55,01:41.8,196.062,+1 Lap,rosberg,6/27/1985,German,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,mercedes,German,9.0,3,40,22526,Malaysian Grand Prix,Dry,
300,300,20809,842,30,131,11,9,9,2.0,56,01:42.5,194.698,Finished,michael_schumacher,1/3/1969,German,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,mercedes,German,11.0,3,42,22227,Malaysian Grand Prix,Dry,
302,302,20815,842,5,205,19,15,15,0.0,55,01:43.7,192.47,+1 Lap,kovalainen,10/19/1981,Finnish,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,lotus_racing,Malaysian,19.0,2,34,23336,Malaysian Grand Prix,Dry,
303,303,20820,842,15,205,20,R,20,0.0,31,01:45.3,189.54,Clutch,trulli,7/13/1974,Italian,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,lotus_racing,Malaysian,20.0,1,13,25516,Malaysian Grand Prix,Dry,
305,305,20816,842,10,166,21,16,16,0.0,54,01:45.4,189.401,+2 Laps,glock,3/18/1982,German,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,virgin,British,21.0,2,34,24429,Malaysian Grand Prix,Dry,
307,307,20819,842,816,166,22,R,19,0.0,42,01:45.3,189.421,Accident,ambrosio,12/27/1985,Belgian,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,virgin,British,22.0,2,35,24416,Malaysian Grand Prix,Dry,
309,309,20807,842,155,15,10,7,7,6.0,56,01:42.1,195.453,Finished,kobayashi,9/13/1986,Japanese,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,sauber,Swiss,10.0,2,36,23442,Malaysian Grand Prix,Dry,
310,310,20821,842,815,15,16,R,21,0.0,23,01:43.3,193.177,Accident,perez,1/26/1990,Mexican,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,sauber,Swiss,16.0,1,17,23597,Malaysian Grand Prix,Dry,
313,313,20818,842,24,164,23,R,18,0.0,46,01:46.5,187.332,+10 Laps,liuzzi,8/6/1980,Italian,2011,2,Malaysian Grand Prix,4/10/2011,sepang,Kuala Lumpur,Malaysia,hrt,Spanish,23.0,3,44,38823,Malaysian Grand Prix,Dry,
316,316,21258,861,1,1,1,3,3,15.0,56,01:41.5,196.523,Finished,hamilton,1/7/1985,British,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,mclaren,British,1.0,3,41,26338,Malaysian Grand Prix,Varied,7.0
321,321,21269,861,18,1,2,14,14,0.0,56,01:42.1,195.443,Finished,button,1/19/1980,British,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,5,39,23477,Malaysian Grand Prix,Varied,7.0
325,325,21274,861,813,3,11,19,19,0.0,54,01:42.2,195.181,Engine,maldonado,3/9/1985,Venezuelan,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,williams,British,11.0,4,39,23409,Malaysian Grand Prix,Varied,7.0
329,329,21261,861,811,3,13,6,6,8.0,56,01:41.4,196.785,Finished,bruno_senna,10/15/1983,Brazilian,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,williams,British,13.0,4,39,23824,Malaysian Grand Prix,Varied,7.0
332,332,21256,861,4,6,8,1,1,25.0,56,01:41.7,196.25,Finished,alonso,7/29/1981,Spanish,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,ferrari,Italian,9.0,3,40,22534,Malaysian Grand Prix,Varied,7.0
336,336,21270,861,13,6,12,15,15,0.0,56,01:42.1,195.537,Finished,massa,4/25/1981,Brazilian,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,ferrari,Italian,12.0,4,38,26934,Malaysian Grand Prix,Varied,7.0
339,339,21259,861,17,9,4,4,4,12.0,56,01:41.0,197.539,Finished,webber,8/27/1976,Australian,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,red_bull,Austrian,4.0,3,39,23195,Malaysian Grand Prix,Varied,7.0
343,343,21266,861,20,9,5,11,11,0.0,56,01:41.3,196.905,Finished,vettel,7/3/1987,German,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,red_bull,Austrian,6.0,4,47,25884,Malaysian Grand Prix,Varied,7.0
347,347,21267,861,817,5,15,12,12,0.0,56,01:41.8,196.104,Finished,ricciardo,7/1/1989,Australian,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,toro_rosso,Italian,15.0,4,37,23648,Malaysian Grand Prix,Varied,7.0
349,349,21263,861,818,5,18,8,8,4.0,56,01:41.9,195.785,Finished,vergne,4/25/1990,French,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,toro_rosso,Italian,18.0,2,40,23343,Malaysian Grand Prix,Varied,7.0
352,352,21264,861,807,10,16,9,9,2.0,56,01:42.2,195.304,Finished,hulkenberg,8/19/1987,German,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,force_india,Indian,16.0,3,40,23358,Malaysian Grand Prix,Varied,7.0
355,355,21262,861,814,10,14,7,7,6.0,56,01:41.8,195.983,Finished,resta,4/16/1986,British,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,force_india,Indian,14.0,3,39,22175,Malaysian Grand Prix,Varied,7.0
359,359,21268,861,3,131,7,13,13,0.0,56,01:41.9,195.898,Finished,rosberg,6/27/1985,German,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,mercedes,German,8.0,4,39,23231,Malaysian Grand Prix,Varied,7.0
362,362,21265,861,30,131,3,10,10,1.0,56,01:41.8,196.096,Finished,michael_schumacher,1/3/1969,German,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,mercedes,German,3.0,3,39,22163,Malaysian Grand Prix,Varied,7.0
365,365,21278,861,155,15,17,R,23,0.0,46,01:44.2,191.501,Retired,kobayashi,9/13/1986,Japanese,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,sauber,Swiss,17.0,3,40,23662,Malaysian Grand Prix,Varied,7.0
368,368,21257,861,815,15,9,2,2,18.0,56,01:41.0,197.531,Finished,perez,1/26/1990,Mexican,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,sauber,Swiss,10.0,3,41,24543,Malaysian Grand Prix,Varied,7.0
371,371,21277,861,37,164,22,22,22,0.0,54,01:46.2,187.82,+2 Laps,rosa,2/24/1971,Spanish,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,hrt,Spanish,23.0,3,39,28483,Malaysian Grand Prix,Varied,7.0
373,373,21276,861,39,164,23,21,21,0.0,54,01:45.9,188.414,+2 Laps,karthikeyan,1/14/1977,Indian,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,hrt,Spanish,24.0,2,37,27700,Malaysian Grand Prix,Varied,7.0
377,377,21273,861,5,207,24,18,18,0.0,55,01:43.8,192.237,+1 Lap,kovalainen,10/19/1981,Finnish,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,caterham,Malaysian,19.0,4,38,23782,Malaysian Grand Prix,Varied,7.0
380,380,21271,861,808,207,19,16,16,0.0,55,01:43.5,192.775,+1 Lap,petrov,9/8/1984,Russian,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,caterham,Malaysian,20.0,3,39,30335,Malaysian Grand Prix,Varied,7.0
383,383,21260,861,8,208,10,5,5,10.0,56,01:40.7,198.117,Finished,raikkonen,10/17/1979,Finnish,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,lotus_f1,British,5.0,3,40,25041,Malaysian Grand Prix,Varied,7.0
386,386,21272,861,10,206,20,17,17,0.0,55,01:44.8,190.486,+1 Lap,glock,3/18/1982,German,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,marussia,Russian,21.0,3,39,25390,Malaysian Grand Prix,Varied,7.0
389,389,21275,861,819,206,21,20,20,0.0,54,01:44.8,190.384,+2 Laps,pic,2/15/1990,French,2012,2,Malaysian Grand Prix,3/25/2012,sepang,Kuala Lumpur,Malaysia,marussia,Russian,22.0,3,39,32224,Malaysian Grand Prix,Varied,7.0
392,392,21750,881,18,1,7,17,17,0.0,53,01:40.6,198.444,Withdrew,button,1/19/1980,British,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,mclaren,British,8.0,3,35,104833,Malaysian Grand Prix,Varied,
396,396,21742,881,815,1,9,9,9,2.0,56,01:39.2,201.159,Finished,perez,1/26/1990,Mexican,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,mclaren,British,10.0,4,54,21366,Malaysian Grand Prix,Varied,
399,399,21752,881,813,3,16,R,19,0.0,45,01:43.5,192.865,Retired,maldonado,3/9/1985,Venezuelan,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,williams,British,16.0,3,32,22703,Malaysian Grand Prix,Varied,
402,402,21744,881,822,3,18,11,11,0.0,56,01:41.4,196.845,Finished,bottas,8/28/1989,Finnish,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,williams,British,18.0,3,40,22937,Malaysian Grand Prix,Varied,
406,406,21738,881,13,6,2,5,5,10.0,56,01:39.8,199.937,Finished,massa,4/25/1981,Brazilian,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,ferrari,Italian,2.0,4,47,20970,Malaysian Grand Prix,Varied,
410,410,21735,881,17,9,5,2,2,18.0,56,01:40.7,198.19,Finished,webber,8/27/1976,Australian,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,red_bull,Austrian,5.0,4,43,20767,Malaysian Grand Prix,Varied,
414,414,21734,881,20,9,1,1,1,25.0,56,01:40.4,198.661,Finished,vettel,7/3/1987,German,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,red_bull,Austrian,1.0,4,42,20757,Malaysian Grand Prix,Varied,
417,417,21751,881,817,5,13,18,18,0.0,51,01:42.6,194.527,Retired,ricciardo,7/1/1989,Australian,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,toro_rosso,Italian,13.0,3,33,22008,Malaysian Grand Prix,Varied,
420,420,21743,881,818,5,17,10,10,1.0,56,01:40.5,198.571,Finished,vergne,4/25/1990,French,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,toro_rosso,Italian,17.0,3,43,21702,Malaysian Grand Prix,Varied,
422,422,21753,881,16,10,8,R,20,0.0,27,01:42.8,194.129,Wheel nut,sutil,1/11/1983,German,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,force_india,Indian,9.0,2,22,89401,Malaysian Grand Prix,Varied,
424,424,21754,881,814,10,15,R,21,0.0,22,01:43.1,193.559,Wheel nut,resta,4/16/1986,British,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,force_india,Indian,15.0,2,20,123124,Malaysian Grand Prix,Varied,
428,428,21736,881,1,131,4,3,3,15.0,56,01:41.0,197.57,Finished,hamilton,1/7/1985,British,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,mercedes,German,4.0,4,41,21271,Malaysian Grand Prix,Varied,
432,432,21737,881,3,131,6,4,4,12.0,56,01:40.8,198.052,Finished,rosberg,6/27/1985,German,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,mercedes,German,6.0,4,42,21202,Malaysian Grand Prix,Varied,
436,436,21741,881,807,15,12,8,8,4.0,56,01:40.7,198.107,Finished,hulkenberg,8/19/1987,German,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,sauber,Swiss,12.0,4,44,23198,Malaysian Grand Prix,Varied,
440,440,21745,881,821,15,14,12,12,0.0,55,01:40.9,197.711,+1 Lap,gutierrez,8/5/1991,Mexican,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,sauber,Swiss,14.0,4,51,22542,Malaysian Grand Prix,Varied,
444,444,21747,881,819,207,20,14,14,0.0,55,01:42.9,193.845,+1 Lap,pic,2/15/1990,French,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,caterham,Malaysian,20.0,4,43,23844,Malaysian Grand Prix,Varied,
448,448,21748,881,823,207,22,15,15,0.0,55,01:43.2,193.441,+1 Lap,garde,4/25/1985,Dutch,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,caterham,Malaysian,22.0,4,42,22744,Malaysian Grand Prix,Varied,
451,451,21740,881,8,208,10,7,7,6.0,56,01:41.8,196.079,Finished,raikkonen,10/17/1979,Finnish,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,lotus_f1,British,7.0,3,34,21903,Malaysian Grand Prix,Varied,
454,454,21739,881,154,208,11,6,6,8.0,56,01:41.2,197.131,Finished,grosjean,4/17/1986,French,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,lotus_f1,British,11.0,3,35,22385,Malaysian Grand Prix,Varied,
458,458,21749,881,820,206,21,16,16,0.0,54,01:43.2,193.454,+2 Laps,chilton,4/21/1991,British,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,marussia,Russian,21.0,4,41,22271,Malaysian Grand Prix,Varied,
462,462,21746,881,824,206,19,13,13,0.0,55,01:42.4,194.827,+1 Lap,jules_bianchi,8/3/1989,French,2013,2,Malaysian Grand Prix,3/24/2013,sepang,Kuala Lumpur,Malaysia,marussia,Russian,19.0,4,43,22335,Malaysian Grand Prix,Varied,
465,465,22157,901,18,1,10,6,6,8.0,56,01:46.0,188.183,Finished,button,1/19/1980,British,2014,2,Malaysian Grand Prix,3/30/2014,sepang,Kuala Lumpur,Malaysia,mclaren,British,10.0,3,39,25028,Malaysian Grand Prix,Dry,
468,468,22160,901,825,1,8,9,9,2.0,55,01:45.4,189.372,+1 Lap,kevin_magnussen,10/5/1992,Danish,2014,2,Malaysian Grand Prix,3/30/2014,sepang,Kuala Lumpur,Malaysia,mclaren,British,8.0,3,39,24415,Malaysian Grand Prix,Dry,
471,471,22158,901,13,3,13,7,7,6.0,56,01:44.9,190.232,Finished,massa,4/25/1981,Brazilian,2014,2,Malaysian Grand Prix,3/30/2014,sepang,Kuala Lumpur,Malaysia,williams,British,13.0,3,42,24526,Malaysian Grand Prix,Dry,
474,474,22159,901,822,3,18,8,8,4.0,56,01:45.5,189.189,Finished,bottas,8/28/1989,Finnish,2014,2,Malaysian Grand Prix,3/30/2014,sepang,Kuala Lumpur,Malaysia,williams,British,15.0,3,44,24498,Malaysian Grand Prix,Dry,
477,477,22155,901,4,6,4,4,4,12.0,56,01:44.2,191.569,Finished,alonso,7/29/1981,Spanish,2014,2,Malaysian Grand Prix,3/30/2014,sepang,Kuala Lumpur,Malaysia,ferrari,Italian,4.0,3,42,24641,Malaysian Grand Prix,Dry,
480,480,22163,901,8,6,6,12,12,0.0,55,01:45.1,189.812,+1 Lap,raikkonen,10/17/1979,Finnish,2014,2,Malaysian Grand Prix,3/30/2014,sepang,Kuala Lumpur,Malaysia,ferrari,Italian,6.0,3,34,24246,Malaysian Grand Prix,Dry,
483,483,22154,901,20,9,2,3,3,15.0,56,01:44.3,191.341,Finished,vettel,7/3/1987,German,2014,2,Malaysian Grand Prix,3/30/2014,sepang,Kuala Lumpur,Malaysia,red_bull,Austrian,2.0,3,49,25186,Malaysian Grand Prix,Dry,
488,488,22167,901,817,9,5,R,16,0.0,49,01:44.7,190.635,Technical,ricciardo,7/1/1989,Australian,2014,2,Malaysian Grand Prix,3/30/2014,sepang,Kuala Lumpur,Malaysia,red_bull,Austrian,5.0,5,44,34480,Malaysian Grand Prix,Dry,
490,490,22170,901,818,5,9,R,19,0.0,18,01:48.5,183.869,Power Unit,vergne,4/25/1990,French,2014,2,Malaysian Grand Prix,3/30/2014,sepang,Kuala Lumpur,Malaysia,toro_rosso,Italian,9.0,2,17,26598,Malaysian Grand Prix,Dry,
493,493,22161,901,826,5,11,10,10,1.0,55,01:46.7,187.026,+1 Lap,kvyat,4/26/1994,Russian,2014,2,Malaysian Grand Prix,3/30/2014,sepang,Kuala Lumpur,Malaysia,toro_rosso,Italian,11.0,3,34,25289,Malaysian Grand Prix,Dry,
